query_validation,#Scan#
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",101547
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",101549
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",101659
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",101877
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",101911
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",102313
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",104312
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",104662
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",104745
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",104950
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",105142
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",105190
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",107440
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",107451
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",107701
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",107705
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",107755
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",107796
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",107804
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",107833
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",107868
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",107869
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",107877
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",108353
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",108364
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",108374
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",108398
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",108554
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",108914
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",108960
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",109011
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",109069
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",109647
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",110171
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",110941
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",110963
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",111012
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",111818
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",111825
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",111846
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",112346
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",112531
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",114050
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",114674
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",115149
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",115629
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",116209
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",116836
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",118380
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",119328
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",119773
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",119809
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",120218
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",120343
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",122907
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",123571
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",123828
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",124015
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",124032
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",124081
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",124337
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",124389
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",124390
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",124965
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",125356
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",125392
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",125639
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",131286
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",132432
"Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH",132673
"Di-3,6-OH",74029
"Di-3,6-OH",78103
"Di-3,6-OH",79434
"Di-3,6-OH",79565
"Di-3,6-OH",80215
"Di-3,6-OH",81093
"Di-3,6-OH",81262
"Di-3,6-OH",81399
"Di-3,6-OH",81758
"Di-3,6-OH",82085
"Di-3,6-OH",82725
"Di-3,6-OH",82776
"Di-3,6-OH",83015
"Di-3,6-OH",83076
"Di-3,6-OH",83082
"Di-3,6-OH",83123
"Di-3,6-OH",83279
"Di-3,6-OH",83333
"Di-3,6-OH",83372
"Di-3,6-OH",83461
"Di-3,6-OH",83462
"Di-3,6-OH",83466
"Di-3,6-OH",83468
"Di-3,6-OH",83469
"Di-3,6-OH",83560
"Di-3,6-OH",83561
"Di-3,6-OH",83582
"Di-3,6-OH",83637
"Di-3,6-OH",83672
"Di-3,6-OH",83749
"Di-3,6-OH",83861
"Di-3,6-OH",83946
"Di-3,6-OH",84377
"Di-3,6-OH",84702
"Di-3,6-OH",84744
"Di-3,6-OH",84767
"Di-3,6-OH",84768
"Di-3,6-OH",84811
"Di-3,6-OH",84912
"Di-3,6-OH",84922
"Di-3,6-OH",84934
"Di-3,6-OH",84942
"Di-3,6-OH",84960
"Di-3,6-OH",84967
"Di-3,6-OH",84968
"Di-3,6-OH",84984
"Di-3,6-OH",84989
"Di-3,6-OH",84990
"Di-3,6-OH",85003
"Di-3,6-OH",85005
"Di-3,6-OH",85011
"Di-3,6-OH",85040
"Di-3,6-OH",85122
"Di-3,6-OH",85263
"Di-3,6-OH",85290
"Di-3,6-OH",85306
"Di-3,6-OH",85318
"Di-3,6-OH",85416
"Di-3,6-OH",85439
"Di-3,6-OH",85539
"Di-3,6-OH",85575
"Di-3,6-OH",85602
"Di-3,6-OH",85604
"Di-3,6-OH",85623
"Di-3,6-OH",85624
"Di-3,6-OH",85675
"Di-3,6-OH",85677
"Di-3,6-OH",85693
"Di-3,6-OH",85742
"Di-3,6-OH",85745
"Di-3,6-OH",85793
"Di-3,6-OH",85828
"Di-3,6-OH",85881
"Di-3,6-OH",86111
"Di-3,6-OH",86115
"Di-3,6-OH",86120
"Di-3,6-OH",86172
"Di-3,6-OH",86223
"Di-3,6-OH",86273
"Di-3,6-OH",86615
"Di-3,6-OH",86753
"Di-3,6-OH",86863
"Di-3,6-OH",86909
"Di-3,6-OH",86944
"Di-3,6-OH",87039
"Di-3,6-OH",87043
"Di-3,6-OH",87092
"Di-3,6-OH",87192
"Di-3,6-OH",87395
"Di-3,6-OH",87424
"Di-3,6-OH",87456
"Di-3,6-OH",87595
"Di-3,6-OH",87630
"Di-3,6-OH",87752
"Di-3,6-OH",87774
"Di-3,6-OH",87831
"Di-3,6-OH",87970
"Di-3,6-OH",88030
"Di-3,6-OH",88305
"Di-3,6-OH",88306
"Di-3,6-OH",88308
"Di-3,6-OH",88428
"Di-3,6-OH",88514
"Di-3,6-OH",88573
"Di-3,6-OH",88772
"Di-3,6-OH",88797
"Di-3,6-OH",88842
"Di-3,6-OH",88929
"Di-3,6-OH",89193
"Di-3,6-OH",89194
"Di-3,6-OH",89263
"Di-3,6-OH",89381
"Di-3,6-OH",89419
"Di-3,6-OH",89428
"Di-3,6-OH",89486
"Di-3,6-OH",89493
"Di-3,6-OH",89507
"Di-3,6-OH",89555
"Di-3,6-OH",89636
"Di-3,6-OH",89898
"Di-3,6-OH",89991
"Di-3,6-OH",90065
"Di-3,6-OH",90118
"Di-3,6-OH",90211
"Di-3,6-OH",90288
"Di-3,6-OH",90468
"Di-3,6-OH",90512
"Di-3,6-OH",90514
"Di-3,6-OH",90562
"Di-3,6-OH",90627
"Di-3,6-OH",90683
"Di-3,6-OH",90842
"Di-3,6-OH",90856
"Di-3,6-OH",90958
"Di-3,6-OH",91041
"Di-3,6-OH",91128
"Di-3,6-OH",91189
"Di-3,6-OH",91260
"Di-3,6-OH",91333
"Di-3,6-OH",91446
"Di-3,6-OH",91479
"Di-3,6-OH",91513
"Di-3,6-OH",91515
"Di-3,6-OH",91536
"Di-3,6-OH",91556
"Di-3,6-OH",91603
"Di-3,6-OH",91604
"Di-3,6-OH",91605
"Di-3,6-OH",91606
"Di-3,6-OH",91611
"Di-3,6-OH",91618
"Di-3,6-OH",91697
"Di-3,6-OH",91704
"Di-3,6-OH",91706
"Di-3,6-OH",91710
"Di-3,6-OH",91737
"Di-3,6-OH",91749
"Di-3,6-OH",91752
"Di-3,6-OH",91754
"Di-3,6-OH",91766
"Di-3,6-OH",91767
"Di-3,6-OH",91771
"Di-3,6-OH",91773
"Di-3,6-OH",91779
"Di-3,6-OH",91780
"Di-3,6-OH",91791
"Di-3,6-OH",91800
"Di-3,6-OH",91801
"Di-3,6-OH",91882
"Di-3,6-OH",91963
"Di-3,6-OH",91970
"Di-3,6-OH",92127
"Di-3,6-OH",92307
"Di-3,6-OH",92354
"Di-3,6-OH",92476
"Di-3,6-OH",92617
"Di-3,6-OH",92809
"Di-3,6-OH",92825
"Di-3,6-OH",92829
"Di-3,6-OH",92864
"Di-3,6-OH",92889
"Di-3,6-OH",92932
"Di-3,6-OH",92944
"Di-3,6-OH",92951
"Di-3,6-OH",93013
"Di-3,6-OH",93042
"Di-3,6-OH",93044
"Di-3,6-OH",93052
"Di-3,6-OH",93166
"Di-3,6-OH",93167
"Di-3,6-OH",93168
"Di-3,6-OH",93172
"Di-3,6-OH",93185
"Di-3,6-OH",93371
"Di-3,6-OH",93388
"Di-3,6-OH",93417
"Di-3,6-OH",93627
"Di-3,6-OH",93632
"Di-3,6-OH",93640
"Di-3,6-OH",93652
"Di-3,6-OH",93670
"Di-3,6-OH",93673
"Di-3,6-OH",93696
"Di-3,6-OH",93748
"Di-3,6-OH",93749
"Di-3,6-OH",93786
"Di-3,6-OH",93791
"Di-3,6-OH",93854
"Di-3,6-OH",94072
"Di-3,6-OH",94131
"Di-3,6-OH",94166
"Di-3,6-OH",94184
"Di-3,6-OH",94209
"Di-3,6-OH",94320
"Di-3,6-OH",94334
"Di-3,6-OH",94335
"Di-3,6-OH",94348
"Di-3,6-OH",94373
"Di-3,6-OH",94394
"Di-3,6-OH",94450
"Di-3,6-OH",94483
"Di-3,6-OH",94484
"Di-3,6-OH",94508
"Di-3,6-OH",94522
"Di-3,6-OH",94616
"Di-3,6-OH",94670
"Di-3,6-OH",94709
"Di-3,6-OH",94854
"Di-3,6-OH",94915
"Di-3,6-OH",94945
"Di-3,6-OH",94949
"Di-3,6-OH",94953
"Di-3,6-OH",94992
"Di-3,6-OH",95036
"Di-3,6-OH",95037
"Di-3,6-OH",95191
"Di-3,6-OH",95218
"Di-3,6-OH",95417
"Di-3,6-OH",95564
"Di-3,6-OH",95576
"Di-3,6-OH",95612
"Di-3,6-OH",95693
"Di-3,6-OH",95779
"Di-3,6-OH",96368
"Di-3,6-OH",96379
"Di-3,6-OH",96421
"Di-3,6-OH",96566
"Di-3,6-OH",96782
"Di-3,6-OH",97124
"Di-3,6-OH",97160
"Di-3,6-OH",97172
"Di-3,6-OH",97339
"Di-3,6-OH",97490
"Di-3,6-OH",97541
"Di-3,6-OH",97584
"Di-3,6-OH",98107
"Di-3,6-OH",98216
"Di-3,6-OH",98279
"Di-3,6-OH",98291
"Di-3,6-OH",98368
"Di-3,6-OH",98371
"Di-3,6-OH",98375
"Di-3,6-OH",98377
"Di-3,6-OH",98378
"Di-3,6-OH",98551
"Di-3,6-OH",98556
"Di-3,6-OH",98563
"Di-3,6-OH",98630
"Di-3,6-OH",98713
"Di-3,6-OH",98723
"Di-3,6-OH",98739
"Di-3,6-OH",98742
"Di-3,6-OH",98786
"Di-3,6-OH",98788
"Di-3,6-OH",98790
"Di-3,6-OH",98796
"Di-3,6-OH",98799
"Di-3,6-OH",98800
"Di-3,6-OH",98847
"Di-3,6-OH",98922
"Di-3,6-OH",98923
"Di-3,6-OH",98937
"Di-3,6-OH",98985
"Di-3,6-OH",99032
"Di-3,6-OH",99215
"Di-3,6-OH",99261
"Di-3,6-OH",99288
"Di-3,6-OH",99329
"Di-3,6-OH",99332
"Di-3,6-OH",99403
"Di-3,6-OH",99492
"Di-3,6-OH",99600
"Di-3,6-OH",99604
"Di-3,6-OH",99659
"Di-3,6-OH",99683
"Di-3,6-OH",99763
"Di-3,6-OH",99807
"Di-3,6-OH",99915
"Di-3,6-OH",99961
"Di-3,6-OH",99985
"Di-3,6-OH",100005
"Di-3,6-OH",100104
"Di-3,6-OH",100108
"Di-3,6-OH",100279
"Di-3,6-OH",100315
"Di-3,6-OH",100339
"Di-3,6-OH",100356
"Di-3,6-OH",100380
"Di-3,6-OH",100385
"Di-3,6-OH",100401
"Di-3,6-OH",100533
"Di-3,6-OH",100539
"Di-3,6-OH",100543
"Di-3,6-OH",100566
"Di-3,6-OH",100570
"Di-3,6-OH",100575
"Di-3,6-OH",100579
"Di-3,6-OH",100586
"Di-3,6-OH",100621
"Di-3,6-OH",100638
"Di-3,6-OH",100644
"Di-3,6-OH",100649
"Di-3,6-OH",100676
"Di-3,6-OH",100680
"Di-3,6-OH",100689
"Di-3,6-OH",100711
"Di-3,6-OH",100717
"Di-3,6-OH",100719
"Di-3,6-OH",100755
"Di-3,6-OH",100792
"Di-3,6-OH",100828
"Di-3,6-OH",100945
"Di-3,6-OH",101187
"Di-3,6-OH",101286
"Di-3,6-OH",101324
"Di-3,6-OH",101389
"Di-3,6-OH",101404
"Di-3,6-OH",101474
"Di-3,6-OH",101648
"Di-3,6-OH",101659
"Di-3,6-OH",101877
"Di-3,6-OH",101983
"Di-3,6-OH",102273
"Di-3,6-OH",102274
"Di-3,6-OH",102307
"Di-3,6-OH",102320
"Di-3,6-OH",102321
"Di-3,6-OH",102322
"Di-3,6-OH",102331
"Di-3,6-OH",102377
"Di-3,6-OH",102393
"Di-3,6-OH",102397
"Di-3,6-OH",102521
"Di-3,6-OH",102527
"Di-3,6-OH",102581
"Di-3,6-OH",102615
"Di-3,6-OH",102637
"Di-3,6-OH",102638
"Di-3,6-OH",102656
"Di-3,6-OH",102664
"Di-3,6-OH",102707
"Di-3,6-OH",102714
"Di-3,6-OH",102716
"Di-3,6-OH",102717
"Di-3,6-OH",102718
"Di-3,6-OH",102772
"Di-3,6-OH",102883
"Di-3,6-OH",102886
"Di-3,6-OH",103053
"Di-3,6-OH",103106
"Di-3,6-OH",103169
"Di-3,6-OH",103318
"Di-3,6-OH",103341
"Di-3,6-OH",103642
"Di-3,6-OH",103728
"Di-3,6-OH",103879
"Di-3,6-OH",104099
"Di-3,6-OH",104312
"Di-3,6-OH",104332
"Di-3,6-OH",104542
"Di-3,6-OH",104629
"Di-3,6-OH",104660
"Di-3,6-OH",104662
"Di-3,6-OH",104700
"Di-3,6-OH",104701
"Di-3,6-OH",104703
"Di-3,6-OH",104715
"Di-3,6-OH",104745
"Di-3,6-OH",104776
"Di-3,6-OH",104787
"Di-3,6-OH",104950
"Di-3,6-OH",105035
"Di-3,6-OH",105142
"Di-3,6-OH",105144
"Di-3,6-OH",105190
"Di-3,6-OH",105425
"Di-3,6-OH",105518
"Di-3,6-OH",105697
"Di-3,6-OH",106081
"Di-3,6-OH",106229
"Di-3,6-OH",106230
"Di-3,6-OH",106240
"Di-3,6-OH",106253
"Di-3,6-OH",106278
"Di-3,6-OH",106282
"Di-3,6-OH",106553
"Di-3,6-OH",106574
"Di-3,6-OH",106583
"Di-3,6-OH",106670
"Di-3,6-OH",106679
"Di-3,6-OH",106724
"Di-3,6-OH",106736
"Di-3,6-OH",106753
"Di-3,6-OH",106755
"Di-3,6-OH",106765
"Di-3,6-OH",106817
"Di-3,6-OH",107150
"Di-3,6-OH",107217
"Di-3,6-OH",107238
"Di-3,6-OH",107246
"Di-3,6-OH",107247
"Di-3,6-OH",107341
"Di-3,6-OH",107440
"Di-3,6-OH",107446
"Di-3,6-OH",107470
"Di-3,6-OH",107735
"Di-3,6-OH",107755
"Di-3,6-OH",107803
"Di-3,6-OH",107831
"Di-3,6-OH",108010
"Di-3,6-OH",108083
"Di-3,6-OH",108221
"Di-3,6-OH",108276
"Di-3,6-OH",108349
"Di-3,6-OH",108398
"Di-3,6-OH",108617
"Di-3,6-OH",108960
"Di-3,6-OH",109069
"Di-3,6-OH",109298
"Di-3,6-OH",109387
"Di-3,6-OH",109395
"Di-3,6-OH",109509
"Di-3,6-OH",109642
"Di-3,6-OH",109647
"Di-3,6-OH",109665
"Di-3,6-OH",109695
"Di-3,6-OH",109728
"Di-3,6-OH",109877
"Di-3,6-OH",109899
"Di-3,6-OH",110142
"Di-3,6-OH",110171
"Di-3,6-OH",110261
"Di-3,6-OH",110423
"Di-3,6-OH",110547
"Di-3,6-OH",110663
"Di-3,6-OH",110794
"Di-3,6-OH",110833
"Di-3,6-OH",110938
"Di-3,6-OH",110941
"Di-3,6-OH",110961
"Di-3,6-OH",110963
"Di-3,6-OH",110973
"Di-3,6-OH",110984
"Di-3,6-OH",110996
"Di-3,6-OH",111012
"Di-3,6-OH",111101
"Di-3,6-OH",111178
"Di-3,6-OH",111288
"Di-3,6-OH",111387
"Di-3,6-OH",111607
"Di-3,6-OH",111670
"Di-3,6-OH",111732
"Di-3,6-OH",111754
"Di-3,6-OH",111755
"Di-3,6-OH",111760
"Di-3,6-OH",111801
"Di-3,6-OH",111810
"Di-3,6-OH",111815
"Di-3,6-OH",111816
"Di-3,6-OH",111818
"Di-3,6-OH",111821
"Di-3,6-OH",111822
"Di-3,6-OH",111823
"Di-3,6-OH",111825
"Di-3,6-OH",111826
"Di-3,6-OH",111828
"Di-3,6-OH",111829
"Di-3,6-OH",111838
"Di-3,6-OH",111843
"Di-3,6-OH",111846
"Di-3,6-OH",111852
"Di-3,6-OH",111879
"Di-3,6-OH",111892
"Di-3,6-OH",111905
"Di-3,6-OH",111906
"Di-3,6-OH",111911
"Di-3,6-OH",111913
"Di-3,6-OH",111926
"Di-3,6-OH",111959
"Di-3,6-OH",111961
"Di-3,6-OH",111962
"Di-3,6-OH",111969
"Di-3,6-OH",111970
"Di-3,6-OH",111982
"Di-3,6-OH",112346
"Di-3,6-OH",112371
"Di-3,6-OH",112399
"Di-3,6-OH",112400
"Di-3,6-OH",112499
"Di-3,6-OH",112531
"Di-3,6-OH",112709
"Di-3,6-OH",112711
"Di-3,6-OH",112727
"Di-3,6-OH",112743
"Di-3,6-OH",112750
"Di-3,6-OH",112759
"Di-3,6-OH",112772
"Di-3,6-OH",112820
"Di-3,6-OH",112821
"Di-3,6-OH",113046
"Di-3,6-OH",113186
"Di-3,6-OH",113265
"Di-3,6-OH",113312
"Di-3,6-OH",113384
"Di-3,6-OH",113654
"Di-3,6-OH",113933
"Di-3,6-OH",114048
"Di-3,6-OH",114050
"Di-3,6-OH",114327
"Di-3,6-OH",114407
"Di-3,6-OH",114674
"Di-3,6-OH",114867
"Di-3,6-OH",114989
"Di-3,6-OH",115149
"Di-3,6-OH",115175
"Di-3,6-OH",115712
"Di-3,6-OH",115873
"Di-3,6-OH",116008
"Di-3,6-OH",116312
"Di-3,6-OH",116512
"Di-3,6-OH",116517
"Di-3,6-OH",116536
"Di-3,6-OH",116641
"Di-3,6-OH",117397
"Di-3,6-OH",117411
"Di-3,6-OH",117590
"Di-3,6-OH",117981
"Di-3,6-OH",118586
"Di-3,6-OH",119228
"Di-3,6-OH",119321
"Di-3,6-OH",119323
"Di-3,6-OH",119328
"Di-3,6-OH",119396
"Di-3,6-OH",119493
"Di-3,6-OH",119524
"Di-3,6-OH",119633
"Di-3,6-OH",119677
"Di-3,6-OH",119702
"Di-3,6-OH",119773
"Di-3,6-OH",119780
"Di-3,6-OH",119847
"Di-3,6-OH",120018
"Di-3,6-OH",120218
"Di-3,6-OH",120224
"Di-3,6-OH",120343
"Di-3,6-OH",120639
"Di-3,6-OH",120750
"Di-3,6-OH",121058
"Di-3,6-OH",121163
"Di-3,6-OH",121665
"Di-3,6-OH",122412
"Di-3,6-OH",122426
"Di-3,6-OH",122732
"Di-3,6-OH",122748
"Di-3,6-OH",122749
"Di-3,6-OH",122843
"Di-3,6-OH",122846
"Di-3,6-OH",122865
"Di-3,6-OH",122869
"Di-3,6-OH",122895
"Di-3,6-OH",122907
"Di-3,6-OH",122917
"Di-3,6-OH",122931
"Di-3,6-OH",122932
"Di-3,6-OH",123184
"Di-3,6-OH",123210
"Di-3,6-OH",123279
"Di-3,6-OH",123280
"Di-3,6-OH",123571
"Di-3,6-OH",123688
"Di-3,6-OH",124003
"Di-3,6-OH",124081
"Di-3,6-OH",124965
"Di-3,6-OH",125356
"Di-3,6-OH",125392
"Di-3,6-OH",125396
"Di-3,6-OH",125479
"Di-3,6-OH",125544
"Di-3,6-OH",125552
"Di-3,6-OH",125570
"Di-3,6-OH",125572
"Di-3,6-OH",125639
"Di-3,6-OH",126000
"Di-3,6-OH",126058
"Di-3,6-OH",126167
"Di-3,6-OH",126626
"Di-3,6-OH",126843
"Di-3,6-OH",127413
"Di-3,6-OH",127563
"Di-3,6-OH",127717
"Di-3,6-OH",127935
"Di-3,6-OH",127948
"Di-3,6-OH",128453
"Di-3,6-OH",128491
"Di-3,6-OH",128658
"Di-3,6-OH",128687
"Di-3,6-OH",128814
"Di-3,6-OH",131823
"Di-3,6-OH",132188
"Di-3,6-OH",132673
"Di-3,6-OH",133988
"Di-3,6-OH",135188
"Di-3,7-OH|Di-3,12b-OH|Di-7,12b-OH",81730
"Di-3,7-OH|Di-3,12b-OH|Di-7,12b-OH",82364
"Di-3,7-OH|Di-3,12b-OH|Di-7,12b-OH",84935
"Di-3,7-OH|Di-3,12b-OH|Di-7,12b-OH",84976
"Di-3,7-OH|Di-3,12b-OH|Di-7,12b-OH",86758
"Di-3,7-OH|Di-3,12b-OH|Di-7,12b-OH",87830
"Di-3,7-OH|Di-3,12b-OH|Di-7,12b-OH",88033
"Di-3,7-OH|Di-3,12b-OH|Di-7,12b-OH",89644
"Di-3,7-OH|Di-3,12b-OH|Di-7,12b-OH",90028
"Di-3,7-OH|Di-3,12b-OH|Di-7,12b-OH",90060
"Di-3,7-OH|Di-3,12b-OH|Di-7,12b-OH",90175
"Di-3,7-OH|Di-3,12b-OH|Di-7,12b-OH",90201
"Di-3,7-OH|Di-3,12b-OH|Di-7,12b-OH",90400
"Di-3,7-OH|Di-3,12b-OH|Di-7,12b-OH",90402
"Di-3,7-OH|Di-3,12b-OH|Di-7,12b-OH",90407
"Di-3,7-OH|Di-3,12b-OH|Di-7,12b-OH",90408
"Di-3,7-OH|Di-3,12b-OH|Di-7,12b-OH",90409
"Di-3,7-OH|Di-3,12b-OH|Di-7,12b-OH",90412
"Di-3,7-OH|Di-3,12b-OH|Di-7,12b-OH",90443
"Di-3,7-OH|Di-3,12b-OH|Di-7,12b-OH",90718
"Di-3,7-OH|Di-3,12b-OH|Di-7,12b-OH",90773
"Di-3,7-OH|Di-3,12b-OH|Di-7,12b-OH",90776
"Di-3,7-OH|Di-3,12b-OH|Di-7,12b-OH",91008
"Di-3,7-OH|Di-3,12b-OH|Di-7,12b-OH",91055
"Di-3,7-OH|Di-3,12b-OH|Di-7,12b-OH",91107
"Di-3,7-OH|Di-3,12b-OH|Di-7,12b-OH",91170
"Di-3,7-OH|Di-3,12b-OH|Di-7,12b-OH",91263
"Di-3,7-OH|Di-3,12b-OH|Di-7,12b-OH",91267
"Di-3,7-OH|Di-3,12b-OH|Di-7,12b-OH",91291
"Di-3,7-OH|Di-3,12b-OH|Di-7,12b-OH",91467
"Di-3,7-OH|Di-3,12b-OH|Di-7,12b-OH",91965
"Di-3,7-OH|Di-3,12b-OH|Di-7,12b-OH",92045
"Di-3,7-OH|Di-3,12b-OH|Di-7,12b-OH",92116
"Di-3,7-OH|Di-3,12b-OH|Di-7,12b-OH",92198
"Di-3,7-OH|Di-3,12b-OH|Di-7,12b-OH",92199
